,Apple,Apple,Apple,Apple,Apple,Samsung,Samsung,Samsung,Samsung,Samsung
,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Date,,,,,,,,,,
2016-03-30,24.81319808959961,25.007971419075243,24.595777060212356,24.607101774122537,182404400.0,20462.13671875,20665.50657910455,20368.27370627867,20493.424389573775,13380250.0
2016-03-31,24.684106826782227,24.890204891270198,24.659193835956014,24.849438336091747,103553600.0,20524.712890625,20556.00056271437,20305.69918599943,20430.8498743569,19130750.0
2016-04-01,24.91059112548828,24.912856414431438,24.505190800122524,24.63654991227864,103496000.0,20008.470703125,20477.785887717455,19883.319987233677,20321.347492853303,13557800.0
2016-04-04,25.16650390625,25.408837877037346,24.973994174467073,25.007966581717497,149424800.0,20415.2109375,20415.2109375,20008.471102729884,20008.471102729884,9402300.0
2016-04-05,24.869821548461914,25.078184908237542,24.781494297389987,24.801878439588343,106314800.0,19711.236328125,20321.346023995535,19711.236328125,20321.346023995535,11815950.0
2016-04-06,25.130266189575195,25.13479676542253,24.731660182521956,24.96493645722414,105616400.0,20102.3359375,20196.198984678987,19836.390637159533,19852.034478356032,9211700.0
2016-04-07,24.58219337463379,25.007976087343256,24.487071980503337,24.90152997718862,127207600.0,19852.029296875,20336.988247389676,19679.947088627858,20336.988247389676,12939750.0
2016-04-08,24.609365463256836,24.860757162220555,24.498388803456823,24.665985573310813,94326800.0,19492.21484375,19852.022982920345,19398.351850922954,19852.022982920345,12593400.0
2016-04-11,24.69089126586914,25.05099598314474,24.647861166906477,24.67956828315612,117630000.0,19805.095703125,19883.314880467515,19492.218993754937,19492.218993754937,6034650.0
2016-04-12,25.01250457763672,25.026092853404545,24.609369602707936,24.763374669167092,108929200.0,19945.892578125,20039.755602022058,19805.09804227941,19867.67339154412,6702700.0
2016-04-13,25.3748722076416,25.442815312275144,25.09403690709012,25.09403690709012,133029200.0,,,,,
2016-04-14,25.38846206665039,25.4541416147626,25.21407285317995,25.27975240129216,101895600.0,20336.990234375,20368.277911658653,20164.908009314906,20336.990234375,16766350.0
2016-04-15,24.878875732421875,25.43375384145752,24.85169918576304,25.390722005369543,187756000.0,20336.990234375,20493.42862079327,20180.551847956733,20477.784782151444,6829950.0
2016-04-18,24.342119216918945,24.675044022744533,24.21981956812419,24.66145574884801,243286000.0,20321.345703125,20415.208731776846,20211.83883636451,20258.770350690433,6423700.0
2016-04-19,24.213027954101562,24.459890837790415,24.059021164895416,24.43271255925679,129539600.0,20149.265625,20274.4163431677,20071.046426145185,20243.128663625776,7238300.0
2016-04-20,24.26285171508789,24.48027275522926,24.02051768543887,24.15187677049579,122444000.0,20321.345703125,20336.98954123364,20055.400455278097,20055.400455278097,8598600.0
2016-04-21,24.000139236450195,24.21756031249815,23.89822197311236,24.21756031249815,126210000.0,20243.130859375,20352.637749649824,20149.267810568006,20336.993908181994,7254450.0
2016-04-22,23.93445587158203,24.115640936723352,23.69438712899229,23.782714373073755,134732400.0,20024.115234375,20243.128994750976,19977.183714294435,20243.128994750976,5741500.0
2016-04-25,23.79857063293457,23.927664444903044,23.669476820966093,23.780451778785896,112126400.0,20039.75390625,20102.329250219555,19883.315546326114,20102.329250219555,4597850.0
2016-04-26,23.633241653442383,23.848399181793788,23.53359140072951,23.53359140072951,224064800.0,20274.41015625,20415.204671223957,20071.040301287616,20102.327971281826,8345050.0
2016-04-27,22.154321670532227,22.355889170290585,21.669653555617863,21.74212724398144,458408400.0,20336.990234375,20336.990234375,20117.976493389426,20243.12720252404,8297300.0
2016-04-28,21.477144241333008,22.167908665636226,21.34578514879612,22.106759696577427,328970800.0,19789.45703125,20336.991415513836,19726.88167304842,20336.991415513836,14653450.0
2016-04-29,21.23027992248535,21.452231555372222,20.95170989694444,21.286900043048345,274126000.0,19476.580078125,19820.744545368976,19429.648559864458,19711.23766942771,16253900.0
2016-05-02,21.20763397216797,21.30728594552366,20.92679863478541,21.282372952184737,192640400.0,19554.798828125,19742.524896875,19476.5796328125,19507.8673109375,7027600.0
2016-05-03,21.556407928466797,21.683236419465825,21.216687275083462,21.334456341309902,227325200.0,19726.87890625,19867.673442456384,19648.659719468676,19820.74193038759,7903300.0
2016-05-04,21.332202911376953,21.719484432798847,21.248404488367413,21.56094701585453,164102000.0,20180.55078125,20180.55078125,19742.52332243217,19898.961700581396,14702750.0
2016-05-05,21.24561309814453,21.43473684522037,21.118012371649755,21.418786754408522,143562000.0,,,,,
2016-05-06,21.127124786376953,21.293461182259097,20.928886473720148,21.275233750654156,174799600.0,,,,,
2016-05-09,21.143077850341797,21.366379130177148,21.097504918844063,21.19092812459223,131745600.0,20321.345703125,20336.98954123364,20102.33196960402,20180.551160147228,13718100.0
2016-05-10,21.286623001098633,21.320802256007195,20.988127767650703,21.26611649121097,134747200.0,20274.41015625,20336.985496238423,20149.259476273146,20321.341661241317,8559550.0
2016-05-11,21.07927131652832,21.32080169828695,21.067877652380467,21.300295188935703,114876400.0,20211.841796875,20321.348679675404,20133.62259487471,20274.417158475233,8834400.0
2016-05-12,20.584815979003906,21.14079343395983,20.38657942691291,21.127122427175387,305258800.0,20039.75390625,20211.83610216628,19945.89089029567,20211.83610216628,7615100.0
2016-05-13,20.62582778930664,20.887866391934395,20.507341691111154,20.507341691111154,177571200.0,19601.728515625,20039.755968488127,19570.44084042049,20039.755968488127,12284900.0
2016-05-16,21.391435623168945,21.507644380987752,20.88331023500105,21.051925670953594,245039200.0,19523.5078125,19758.165358323316,19507.863976111777,19601.726994441105,11720150.0
2016-05-17,21.302574157714844,21.57828381454151,21.193202622631627,21.54410629634626,187667600.0,19773.80859375,19789.452429662775,19539.151055058344,19539.151055058344,9183550.0
2016-05-18,21.5463809967041,21.694489931630287,21.39371563938697,21.455238641453214,168249600.0,19836.390625,19883.32214856073,19633.02068957019,19773.815260252366,9169600.0
2016-05-19,21.464351654052734,21.56461033172737,21.320800878824148,21.56461033172737,121768400.0,19867.67578125,19977.182655634842,19805.100424458662,19836.38810285433,10012450.0
2016-05-20,21.696767807006836,21.744618062384657,21.53726521731853,21.564608965432527,128104000.0,19852.029296875,20024.111505122146,19852.029296875,19867.673133988377,7960550.0
2016-05-23,21.972476959228516,22.14565055016951,21.79930336828752,21.84487628086613,152074400.0,20117.97265625,20117.97265625,19852.02745006318,19852.02745006318,8112550.0
2016-05-24,22.307432174682617,22.350724271888282,22.065900065721316,22.15248773699063,140560800.0,19883.318359375,20164.907447076614,19836.386844758064,20117.975932459678,10434600.0
2016-05-25,22.699356079101562,22.726698096946325,22.355287867643142,22.482888586730486,152675200.0,20258.76953125,20305.701043677604,19930.248944256757,20071.043481539575,11862750.0
2016-05-26,22.879362106323242,22.95227704133742,22.476050013878265,22.713023987281645,225324800.0,20274.41015625,20383.917001229744,20258.766321252893,20321.341661241317,12653650.0
2016-05-27,22.865690231323242,22.893033984905465,22.615045241321894,22.65833908321977,145364800.0,20055.40625,20352.639259945397,19914.611666341654,20336.995417316695,13744550.0
2016-05-30,,,,,,20024.115234375,20290.060514831544,19930.252194213866,20290.060514831544,10315350.0
2016-05-31,22.75404167175293,22.877085966361317,22.51706766788819,22.694797736179392,169228800.0,20211.841796875,20336.992520075462,19836.389627273606,20024.1157120743,62527700.0
2016-06-01,22.43503189086914,22.681120411559874,22.40541080054539,22.56263257340704,116693200.0,20853.234375,20978.385068923482,20258.768578863466,20305.70008908477,23504000.0
2016-06-02,22.266420364379883,22.29376237919357,22.01805271977049,22.239076611136976,160766400.0,21353.83984375,21463.34671474359,21056.606908195972,21119.18226304945,23806950.0
2016-06-03,22.311986923217773,22.391737347275814,22.204892751584605,22.282365833833033,114019600.0,21541.5703125,21572.85799632353,21338.20036764706,21432.063419117647,17066200.0
2016-06-06,22.473764419555664,23.216586299887336,22.22767767172545,22.327934591793806,93170000.0,,,,,
2016-06-07,22.56491470336914,22.756317491473023,22.54896461589625,22.615044046406567,89638000.0,21870.08984375,21932.6652081098,21588.5007041309,21682.3637506706,23142150.0
2016-06-08,22.544408798217773,22.685680508647046,22.485164869544324,22.562636228369513,83392400.0,21995.240234375,22198.610165418297,21729.294939933763,22198.610165418297,18808100.0
2016-06-09,22.706186294555664,22.783657644976127,22.435033091226014,22.44414767452766,106405600.0,22370.69140625,22370.69140625,21995.239242788462,22026.526923076923,25768750.0
2016-06-10,22.51934051513672,22.63782661505563,22.439590088419287,22.45098201313382,126851600.0,21995.240234375,22292.4732105152,21963.95255267603,22276.829369665717,14484050.0
2016-06-13,22.17983055114746,22.58542169569288,22.125144788343775,22.487442095687204,152082000.0,21447.703125,21838.79909737418,21306.908574945293,21838.79909737418,15248300.0
2016-06-14,22.207178115844727,22.43959568992894,22.045398141710876,22.175277937194636,127727600.0,21588.501953125,21682.365005095107,21416.4196911798,21447.707375169837,12273050.0
2016-06-15,22.134262084960938,22.423644497893772,22.109197411764256,22.289206547254377,117780800.0,22104.748046875,22151.679571390658,21635.43280171842,21666.720484728856,15334450.0
2016-06-16,22.227676391601562,22.27324755824188,21.890443847806054,21.97702975979409,125307200.0,22042.169921875,22167.320638251862,21823.15616821549,22104.74528006343,14621550.0
2016-06-17,21.72184181213379,22.0226162169623,21.71500630677422,22.015780711602734,244032800.0,22308.111328125,22448.90585964893,22057.809938749124,22057.809938749124,16419700.0
2016-06-20,21.669429779052734,22.00438339354534,21.653479689716388,21.87450359796957,137647600.0,22386.333984375,22652.27925183438,22308.114788063416,22323.758627325733,13515800.0
2016-06-21,21.8539981842041,21.95425514860418,21.573730327853145,21.632974264836903,142185600.0,22652.283203125,22667.927045116106,22308.118679320614,22401.981731267264,10020550.0
2016-06-22,21.7719669342041,22.07729770373538,21.726394009955868,21.93146782299965,116876400.0,22605.345703125,22683.56489240917,22386.331973129327,22620.989540981835,8948250.0
2016-06-23,21.89728546142578,21.940579298719243,21.70360534149718,21.86082886562265,128960800.0,22370.69140625,22605.34900841346,22323.759885817308,22589.705168269233,11256300.0
2016-06-24,21.28207015991211,21.569173515659553,21.111175595038773,21.170419530955098,301245600.0,21901.376953125,22605.34978376116,21275.62332589286,22605.34978376116,20552600.0
2016-06-27,20.972177505493164,21.202315965632827,20.849133231906485,21.190922301282,181958400.0,21870.08984375,21979.59673137965,21666.71990958065,21901.3775259299,11839000.0
2016-06-28,21.32535743713379,21.341309261800948,20.994962048588413,21.16813565519468,161779600.0,21885.7265625,21963.94574249464,21572.849842521446,21744.93203850965,10718950.0
2016-06-29,21.509923934936523,21.544103186627478,21.334471254189793,21.411944340584558,146124000.0,21854.419921875,22104.900379432307,21776.14477888834,22042.28026504298,10527050.0
2016-06-30,21.783353805541992,21.822089478340487,21.487137689611927,21.51903785996703,143345600.0,22308.41796875,22621.518571820176,21870.077124451753,22042.28245614035,13671700.0
2016-07-01,21.84943389892578,21.9815927449947,21.721833213578662,21.758289807208286,104106000.0,22950.26953125,23153.78488179997,22339.723479600103,22339.723479600103,14393600.0
2016-07-04,,,,,,22950.26953125,23075.509746973057,22715.44412676927,22918.959477319237,7995000.0
2016-07-05,21.64435577392578,21.73777892721435,21.52359061552142,21.735499847311832,110820800.0,22997.234375,23091.16453582369,22887.64918737236,22950.269294588157,7870350.0
2016-07-06,21.767406463623047,21.79702929584953,21.503090484737402,21.555497169027284,123796400.0,22245.796875,22731.102788529206,22104.901609781842,22652.827641185784,16749150.0
2016-07-07,21.860828399658203,21.988429089892936,21.787913471177067,21.806140899475583,100558400.0,22699.791015625,22699.791015625,22167.52005387931,22245.7951953125,11495200.0
2016-07-08,22.029447555541992,22.07729782243793,21.885896754854173,21.98615371188072,115648400.0,22856.33984375,23091.165253103598,22684.134543557364,22699.789570847603,13498150.0
2016-07-11,22.097806930541992,22.250472322052435,22.040842076536958,22.045398499948433,95179600.0,23310.333984375,23482.5392723724,22856.338225109135,22856.338225109135,14056800.0
2016-07-12,22.198060989379883,22.261861339375837,22.12970421656814,22.141096142822185,96670000.0,22918.96484375,23560.821099620047,22856.344721226094,23466.89091583419,11024700.0
2016-07-13,22.072734832763672,22.25502126122021,22.065897592301713,22.195779084646954,103568800.0,23185.09375,23419.919142471303,22903.303279034437,23419.919142471303,10009900.0
2016-07-14,22.510225296020508,22.55579647044835,22.175271774846365,22.191221859739,155676000.0,23482.541015625,23482.541015625,23106.820359375,23185.095496093752,12430250.0
2016-07-15,22.50794792175293,22.62643576573226,22.444147577346676,22.539848093956056,120548000.0,23764.33203125,23826.95214200428,23263.371145215744,23482.54153285573,11623150.0
2016-07-18,22.74720001220703,22.81555677620662,22.46693223836481,22.48971782636467,145975600.0,23999.158203125,23999.158203125,23482.54227311644,23764.332780393837,11567200.0
2016-07-19,22.756322860717773,22.785943962033777,22.635555897438163,22.685685252303365,95119600.0,23999.158203125,24108.743400399544,23826.952893122147,23920.883062214612,10122250.0
2016-07-20,22.77682113647461,22.890750815071478,22.726691799743357,22.785935719373832,105104000.0,24108.744140625,24140.05419795049,23858.263682021105,23999.158939985795,7773150.0
2016-07-21,22.65605926513672,23.013798438655886,22.58770075262052,22.747203369015253,130808000.0,24155.708984375,24218.329098398008,24061.77881334049,24108.743898857745,8544700.0
2016-07-22,22.480609893798828,22.626439774975708,22.40085771073049,22.617325190098487,113254800.0,23733.021484375,23920.88181274736,23576.471210731364,23576.471210731364,8585150.0
2016-07-25,22.17983055114746,22.52161961092135,22.084130031633748,22.387183415189565,161531600.0,23513.8515625,23842.6071436002,23404.266368799934,23482.541507157122,7732500.0
2016-07-26,22.02716636657715,22.32338426293091,21.970201520234436,22.061345622068604,224959200.0,23952.193359375,23967.84838771446,23451.232452512253,23482.542509191175,7228500.0
2016-07-27,23.458120346069336,23.777123796795603,23.41254916957799,23.758894630827488,369379200.0,23905.23046875,23936.540528303045,23670.40502210216,23670.40502210216,6335050.0
2016-07-28,23.774845123291016,23.79990979231886,23.42849965611466,23.430778736506912,159479200.0,23592.130859375,24046.126741871267,23451.235585496845,23999.16165057855,9503700.0
2016-07-29,23.745229721069336,23.822702827107044,23.62446450778026,23.740673297622127,110934800.0,24093.0859375,24374.87641630117,23654.745192698178,23795.640432098764,14985600.0
2016-08-01,24.164485931396484,24.187271519812555,23.79079671840026,23.79079671840026,152671600.0,24547.0859375,24734.9462890625,24421.845703125,24562.740966796875,11515400.0
2016-08-02,23.806753158569336,24.16904880484603,23.69737987117803,24.16449238131821,135266400.0,24233.984375,24547.084948320415,24202.67431766796,24547.084948320415,8315800.0
2016-08-03,24.105243682861328,24.116635608645094,23.872826144980184,23.88194072866465,120810400.0,23748.67578125,24233.981614617667,23748.67578125,24233.981614617667,7504900.0
2016-08-04,24.2541561126709,24.283937671156025,24.118989890337996,24.187718714961047,109634800.0,23748.67578125,23999.156211375248,23748.67578125,23779.985835015654,7009950.0
2016-08-05,24.622997283935547,24.661942802371318,24.325174706593064,24.34579230534849,162213600.0,24437.49609375,24484.461172725816,23873.9151460402,23936.535251341287,6958850.0
2016-08-08,24.82689094543457,24.82689094543457,24.54968771065634,24.63215985472597,112148800.0,24562.736328125,24656.66648616754,24359.22098569949,24515.771249103727,11125150.0
2016-08-09,24.92769432067871,24.957477631510976,24.744420340400605,24.794821253027322,105260800.0,24531.427734375,24719.2880616325,24374.877461660417,24641.012925275205,9023200.0
2016-08-10,24.742130279541016,24.948315048106586,24.687148257205855,24.904786667007475,96034000.0,24124.396484375,24578.392265067327,24014.811295932024,24531.42718430605,12340350.0
2016-08-11,24.726093292236328,24.955187086568973,24.707765369206452,24.861257791926057,109938000.0,24406.189453125,24406.189453125,23889.573512167255,24124.398939875322,10533600.0
2016-08-12,24.78336524963379,24.84293012197347,24.691727387845084,24.691727387845084,74641600.0,24187.01953125,24578.395251820388,24171.364502427183,24406.189934769416,10474850.0
2016-08-15,25.0811824798584,25.09492754442996,24.760450906365758,24.774195970937317,103472800.0,,,,,
2016-08-16,25.058273315429688,25.2530043978627,25.019327798081715,25.115546751946088,135177600.0,24547.0859375,24672.326171875,24187.020263671875,24187.020263671875,10843100.0
2016-08-17,25.021615982055664,25.05598038908108,24.820012393024626,24.994124106866064,101424000.0,24515.779296875,24578.399422792947,24280.95382468271,24562.74439131346,7446450.0
2016-08-18,24.989545822143555,25.108673799051683,24.975799009073988,25.023910233047655,87938800.0,25674.244140625,25736.864248285063,24515.77214891387,24531.42717582889,18327050.0
2016-08-19,25.053693771362305,25.129295131759978,24.824600011015427,24.91852754387737,101472400.0,26222.177734375,26222.177734375,25611.631506529848,25642.941569496266,16805150.0
2016-08-22,24.858963012695312,24.99412748465648,24.70776030048799,24.939145474693174,103280800.0,26065.62109375,26488.306841216214,25971.690927646396,26206.516342905405,12612200.0
2016-08-23,24.93685531616211,25.044529662541454,24.863545383200147,24.87729044942843,85030800.0,26410.02734375,26519.612519450206,25940.37659074911,26065.616791549346,11545700.0
2016-08-24,24.748998641967773,24.913946429015343,24.668816175443727,24.872709482253452,94700400.0,25877.771484375,26331.76747532895,25611.635903470964,26300.457406987298,15938550.0
2016-08-25,24.643611907958984,24.71463040333941,24.439718632705294,24.602374967579227,100344800.0,25658.58984375,25971.690390958665,25392.454378622635,25517.694597506103,14173800.0
2016-08-26,24.499284744262695,24.73066815971261,24.354954571624482,24.606959080089144,111065200.0,25235.90234375,25408.107632696185,25095.007107339487,25141.97218614299,12058000.0
2016-08-29,24.47179412841797,24.613832881617334,24.350374721449985,24.425976077887384,99881200.0,25674.244140625,25674.244140625,25001.077983279345,25079.35311785442,8925750.0
2016-08-30,24.283937454223633,24.398484329007708,24.16939057943956,24.238119403448643,99455600.0,25752.51953125,26159.550235087383,25564.659206401975,25783.829585391337,7849600.0
2016-08-31,24.306848526000977,24.41452287701855,24.20146560206905,24.20604845624034,118649600.0,25361.1484375,25689.90406539352,25220.253168402778,25689.90406539352,20532200.0
2016-09-01,24.451175689697266,24.46721218161649,24.196881497944915,24.316009473938212,106806000.0,24844.53125,24860.18627914304,24468.81055056711,24781.911133427853,18790150.0
2016-09-02,24.680274963378906,24.742129518121565,24.471798773843027,24.673400681432458,107210000.0,25001.087890625,25251.568420524814,24860.192592556356,24969.777824387525,8153000.0
2016-09-05,,,,,,25141.97265625,25282.86789529499,24813.217098478362,24891.492231281136,8383800.0
2016-09-06,24.67339324951172,24.810850881486054,24.629866630709817,24.719213042785295,107521600.0,25721.21484375,25752.52490442407,25001.083448246347,25157.633751616704,7660150.0
2016-09-07,24.824602127075195,24.916239988594533,24.529070941294915,24.703182703396976,169457200.0,25376.802734375,25862.10864724707,25376.802734375,25799.488529457125,9591850.0
2016-09-08,24.17397689819336,24.574891046389727,24.109830914137458,24.57030993946301,212008000.0,25658.58984375,25658.58984375,25267.21415973917,25408.10940598307,12070850.0
2016-09-09,23.626434326171875,24.21978796010266,23.626434326171875,23.972366327084888,186228000.0,24656.67578125,25329.842167658728,24484.4704265873,25220.256941964286,13258400.0
2016-09-12,24.155643463134766,24.219789427912858,23.488979869520065,23.516471746359155,181171200.0,22934.619140625,23576.475375959897,22793.723869453926,23325.994893877985,26499350.0
2016-09-13,24.730669021606445,24.923108675881988,24.568012672740075,24.629868962554077,248704800.0,23905.23046875,24249.6411238335,23404.269515901276,23607.78490299607,24717250.0
2016-09-14,25.60580825805664,25.894466879100452,24.87958147331745,24.909364780125077,443554800.0,,,,,
2016-09-15,26.476362228393555,26.513018064052147,25.999846851910497,26.084612160986165,359934400.0,,,,,
2016-09-16,26.32745361328125,26.604656844016898,26.125851740340764,26.37327341248133,319547600.0,,,,,
2016-09-19,26.02046775817871,26.616111140609824,25.9448664034801,26.389308824360544,188092000.0,24390.537109375,24562.74244198291,24046.126444159177,24077.436504633344,22408150.0
2016-09-20,26.01817512512207,26.144177377111497,25.775336328029503,25.89904715329736,138057200.0,24813.220703125,24860.185789629337,24406.18995342074,24406.18995342074,12921150.0
2016-09-21,26.013591766357422,26.114391811371693,25.759297605529163,26.082318831433565,144012800.0,24922.806640625,25063.701904296875,24672.326171875,24969.771728515625,10509050.0
2016-09-22,26.258726119995117,26.332036049706506,26.116687366496414,26.196869829017217,124296000.0,25329.8359375,25689.901590505255,25032.390398060877,25048.045426452412,11429950.0
2016-09-23,25.821157455444336,26.29767289527699,25.555409602975875,26.21290757493233,209924800.0,24594.052734375,25016.738554762094,24515.777582451465,24766.25806860678,18299650.0
2016-09-26,25.86009979248047,25.97693808498759,25.55540645783113,25.57602405470779,119477600.0,24547.0859375,24985.4267578125,24484.4658203125,24594.051025390625,14524800.0
2016-09-27,25.908203125,25.92882246483544,25.73638286703754,25.887585533010608,98429600.0,24562.736328125,24656.66648616754,23999.155379869742,24265.290827656947,9834400.0
2016-09-28,26.105228424072266,26.263303648543392,25.986100459960383,26.0456653159395,118564400.0,24531.427734375,24625.35789800375,24327.912379846042,24327.912379846042,8706400.0
2016-09-29,25.69973373413086,26.070866191988394,25.612678749231804,25.924246350133995,143548000.0,25048.046875,25345.492431640625,24609.7060546875,24625.361083984375,11397550.0
2016-09-30,25.899049758911133,25.972359690758676,25.61268256453063,25.76388353428328,145516400.0,25016.736328125,25282.871820977394,24813.220951237876,24891.496096194463,11762700.0
2016-10-03,25.77762794494629,25.899049100467856,25.722645934420125,25.82115631669641,86807200.0,,,,,
2016-10-04,25.887590408325195,26.187702622774587,25.80282510254227,25.901335472240014,118947200.0,25267.212890625,25423.76315636617,25141.972678032063,25204.59278432853,13053100.0
2016-10-05,25.899049758911133,26.03879708959655,25.816575867101815,25.979232223768342,85812400.0,25345.490234375,25455.075429952904,25001.07961970159,25063.69973146039,12470450.0
2016-10-06,26.09148597717285,26.1945774613045,25.91737424491938,26.04795760714785,115117200.0,26472.6484375,26613.54366868717,26096.92782100089,26550.923565937315,29558150.0
2016-10-07,26.130430221557617,26.244977086281747,26.00442971906894,26.18770365391968,97433600.0,26707.4765625,26864.02683543376,26456.996125805977,26613.54639873974,26050550.0
2016-10-10,26.58633041381836,26.74669533984366,26.28163530652368,26.350362382885976,144944000.0,26300.4453125,26441.340555245537,25486.383909970238,25830.794503348217,25293300.0
2016-10-11,26.643606185913086,27.191140157120522,26.62069541060492,26.964336066066327,256164000.0,24187.01953125,25439.421837075242,24187.01953125,25048.046116504855,38427150.0
2016-10-12,26.881858825683594,27.028480428464434,26.74669435697869,26.88415025249878,150347200.0,24030.46875,24187.01903501629,23388.612581433226,23404.267609934854,39088550.0
2016-10-13,26.799392700195312,26.90477563533593,26.510734031338092,26.75586432017206,140769600.0,24374.87890625,24750.599583032275,24187.018567858864,24265.29370885517,21864550.0
2016-10-14,26.948287963867188,27.07199875628549,26.833741128055355,27.005561381773106,142608800.0,24687.978515625,24860.183819158214,24218.327687807152,24233.982715401078,14158950.0
2016-10-17,26.929973602294922,26.996409258081005,26.753570419030886,26.879572692790912,94499600.0,24891.494140625,25079.354473761792,24077.432697032233,24500.118446590015,12785200.0
2016-10-18,26.911643981933594,27.081172873141668,26.907061127987973,27.074300340069897,98214000.0,24875.83984375,24969.770013078192,24609.704363986784,24609.704363986784,10384500.0
2016-10-19,26.83146095275879,26.978080814699002,26.070869763501435,26.861242511393115,80138400.0,25439.42578125,25721.21634375,24656.67421875,24719.29434375,15444550.0
2016-10-20,26.81770896911621,26.891018885953567,26.650471540633934,26.771890926535217,96503200.0,25361.1484375,25846.454364390433,25188.943108603395,25455.078616898147,10330450.0
2016-10-21,26.712326049804688,26.78334628794399,26.639016133030722,26.760435518827016,92770800.0,24875.83984375,25251.560521062776,24860.184815528635,25141.975323513216,10477500.0
2016-10-24,26.9528751373291,26.97349273211468,26.803963877330233,26.8268728985963,94154800.0,25173.2890625,25173.2890625,24891.49851329291,24938.463604827426,9289950.0
2016-10-25,27.09033966064453,27.11554011643567,26.8749909467373,27.021610827060186,192516000.0,25001.087890625,25110.67312245617,24922.81272503131,25048.052989981217,9866100.0
2016-10-26,26.48094940185547,26.506149857683653,25.958615858956467,26.187709640778614,264536800.0,24531.427734375,25032.38860706166,24453.152598017707,25001.078552518746,10534000.0
2016-10-27,26.226652145385742,26.542800877615743,26.139595405493818,26.435126540073536,138248000.0,24625.353515625,25314.174592985142,24359.21809937222,24594.043466654086,14117000.0
2016-10-28,26.052539825439453,26.39388900121319,25.990683538191657,26.08690423526084,151446800.0,25267.212890625,25267.212890625,24734.94198710502,24734.94198710502,10214200.0
2016-10-31,26.011295318603516,26.169370509102485,25.93340256247142,26.036495761953958,105677600.0,25658.58984375,25658.58984375,25220.24907765787,25298.524214460038,12067200.0
2016-11-01,25.541656494140625,26.063989858062815,25.32172674869161,25.99297136934333,175303200.0,25862.111328125,25862.111328125,25235.910085313255,25517.70064457854,10347400.0
2016-11-02,25.56456756591797,25.738679283809553,25.482095434123416,25.521040947329862,113326800.0,25721.21484375,25862.110116783322,25533.35447970557,25674.24975273889,10099250.0
2016-11-03,25.29054832458496,25.665887700158493,25.22607302147493,25.55535911106137,107730400.0,25298.52734375,25674.248046875,25141.97705078125,25517.69775390625,10341850.0
2016-11-04,25.062580108642578,25.387261576155574,24.89448403168557,24.99119698748168,123348000.0,25470.734375,25580.319587430855,25126.32370736017,25126.32370736017,7103850.0
2016-11-07,25.42411231994629,25.447138969285586,25.205354759171133,25.348122795987948,130240000.0,25674.244140625,25830.794409775153,25580.31397913491,25783.829329030108,7661900.0
2016-11-08,25.573781967163086,25.725760988623172,25.26061467156694,25.401079491951407,97016800.0,25736.87109375,25815.14624914462,25595.97581403969,25815.14624914462,5417450.0
2016-11-09,25.532325744628906,25.633645062275896,24.880663266255507,25.30205584584568,236705600.0,24985.421875,25940.37847548559,24907.146743812656,25768.173186873435,15683600.0
2016-11-10,24.8207950592041,25.58068474636516,24.36946622370248,25.58068474636516,228538000.0,25815.13671875,25830.791744049424,25329.830934467856,25517.691238060946,11795350.0
2016-11-11,24.968170166015625,25.069489503833324,24.53526330257498,24.6665171007387,136575600.0,25016.736328125,25329.836907951347,24813.220951237876,24813.220951237876,12836800.0
2016-11-14,24.341838836669922,24.825405432611902,23.966499410025815,24.802378786485235,204702000.0,24312.2578125,24985.423997907277,24296.602784932387,24969.768970339665,15133300.0
2016-11-15,24.664209365844727,24.795463139829426,24.445453661476872,24.53986340783502,129058000.0,24093.0859375,24750.59705470273,24093.0859375,24312.25630990091,13665700.0
2016-11-16,25.327390670776367,25.38265672229523,24.54677570048004,24.569802343536107,235362000.0,24390.537109375,24484.467290797496,24108.74656510751,24108.74656510751,13308200.0
2016-11-17,25.31818199157715,25.410290329096046,25.060280754708725,25.285944336968594,110528000.0,24547.0859375,24672.326171875,24187.020263671875,24343.570556640625,7870550.0
2016-11-18,25.3435115814209,25.454041936730885,25.25140500161971,25.265220637225806,113715600.0,24828.876953125,24860.18701233449,24578.396479449086,24766.256834706022,9460750.0
2016-11-21,25.728071212768555,25.78794015562927,25.33200648026398,25.35733632409771,117058400.0,24938.458984375,25141.974343318427,24500.118211266086,24500.118211266086,8180200.0
2016-11-22,25.74418830871582,25.88695459325671,25.652079951605735,25.778727405413914,103862000.0,25674.244140625,25752.519275200077,25048.04306402439,25157.6282524295,9751100.0
2016-11-23,25.612926483154297,25.677401785977857,25.405683183492684,25.64286094323088,109705600.0,25815.13671875,26002.997022343086,25455.07113686325,26002.997022343086,12668600.0
2016-11-24,,,,,,25830.794921875,25862.104976325758,25564.65945904356,25815.139894649623,7757150.0
2016-11-25,25.741878509521484,25.7603005275793,25.548450833555098,25.589899495775015,45903600.0,25830.794921875,25862.104976325758,25564.65945904356,25689.89967684659,6276900.0
2016-11-28,25.691219329833984,25.89846264489884,25.649770666821013,25.65898167602616,108776000.0,26253.48828125,26316.10840833706,25674.25210569469,25830.80242341234,13294050.0
2016-11-29,25.665889739990234,25.7971435479873,25.345814633526857,25.50930609564107,114115200.0,26253.48828125,26582.243948457064,26128.24802707588,26457.003694282943,18081300.0
